Date,Country,News Type,Article,Fact-Checked by
3/30/2020, Costa Rica,FALSE,Alleged resignation of the ministry of health in Costa Rica., La Nación
3/29/2020, Spain,FALSE,The Spanish government stopped counting the dead from COVID-19 between March 6 and 9., Newtral.es
3/29/2020, Spain,FALSE,The Spanish president’s wife and daughter went to Cuenca to quarantine., Newtral.es
3/29/2020, Spain,FALSE,Spanish authorities are not arresting people who attend mass., Newtral.es
3/29/2020, Spain,FALSE,Nike is giving away free shoes because of the new coronavirus., Newtral.es
3/29/2020, Spain,FALSE,Huawei has stopped sending masks because of an article by Spanish writer Josep Borrell., Newtral.es
3/29/2020, Spain,FALSE,President Donald Trump announced commercialization of a vaccine., Newtral.es
3/29/2020, Spain,Misleading,A video from Italian TV predicted the coronavirus in 2015., Newtral.es
3/29/2020, Myanmar,FALSE,"A viral text based image post claiming that 5,000 from Italy were infected by mobile phone covers, quoting the findings were from a research without specifying any details or name of the research. The post advises to abandon phone covers.", FactCrescendo
3/29/2020," Spain, India, Mongolia, Malaysia",Explanatory:,An image of arms burned by allegedly using gel alcohol to disinfect., Maldita.es
3/29/2020, Myanmar,FALSE,A post claiming that Yangon region in Myanmar will be locked down within 48 hours says that announcement will come out officially., FactCrescendo
3/29/2020," Sri Lanka, India",FALSE,Image of bakery items with the WHO logo and a message which given the impression that WHO had advised the public not to consume bakery products amid COVID-19 concerns., FactCrescendo
3/29/2020, Spain,FALSE,Pope Francis asked believers to put a white handkerchief on their doorstep for the plague to go away., Maldita.es
3/29/2020, Sri Lanka,FALSE,A video post related to coronavirus is circulating in social media saying China is distributing the Quran., FactCrescendo
3/29/2020, India,FALSE,A 20-second clip shows a burqa-clad woman having difficulty breathing., FactCrescendo
3/29/2020, Spain,FALSE,"The government was supposedly not buying evidence from a company related to the sister of María Dolores Cospedal, former secretary of the Popular Party, for ideological reasons.", Maldita.es
3/29/2020," Spain, Italy",FALSE,"Several photos of coffins, allegedly, with victims of the coronavirus for which the police are being investigated", Maldita.es
3/29/2020, Spain,FALSE,The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm., Maldita.es
3/29/2020, Spain,FALSE,A video of an alleged seer who predicted the coronavirus in December 2019, Maldita.es
3/29/2020, India,FALSE,Inhalation of hot steam can kill Novel Coronavirus., FactCrescendo
3/29/2020, Brazil,FALSE,Tire repairer who died in a work accident was included in the death figures for COVID-19., Aos Fatos
3/29/2020, Mexico,FALSE,Increase in cases of pneumonia in Mexico., Verificado
3/29/2020, United States,FALSE,"President Donald Trump claims he “didn’t say that” some of the medical equipment that governors are requesting, they don’t actually need.", PolitiFact
3/29/2020, Mexico,Misleading,Pangolin proven to be “responsible” for coronavirus., Verificado
3/29/2020, Sri Lanka,FALSE,"A post shared repeatedly on WhatsApp and Facebook claims a Chinese doctor has discovered that drinking tea is effective in curing and relieving symptoms of the novel coronavirus, COVID-19.", AFP
3/29/2020, India,FALSE,Videos of a patient gasping for breath is shown as a patient from India., BOOM FactCheck
3/29/2020, India,Misleading,"pH level of coronavirus varies from 5.5 to 8.5 and to beat the virus, we should consume more alkaline food.", The Quint
3/29/2020," Sri Lanka, India",FALSE,There is now a COVID-19 cure from the USA., FactCrescendo
3/29/2020, India,FALSE,Video of police roughing up civilians claimed to be police in Spain enforcing a lockdown., BOOM FactCheck
3/29/2020, India,FALSE,The Indian Army has been called to control seven areas in Mumbai that are not following the 21 day lockdown and are out of the Mumbai police’s control., BOOM FactCheck
3/29/2020, India,FALSE,The Indian Home Ministry considers posting anything about coronavirus a punishable offence., BOOM FactCheck
3/29/2020, Brazil,FALSE,Brazilian Ministry of Health hinted that relatives of COVID-19 victims should doubt the death certificates., Aos Fatos
3/29/2020, Singapore,Misleading,A photo has been shared hundreds of times in multiple Facebook posts alongside a claim that it shows a hospital car park in Singapore which will be converted into wards during the novel coronavirus pandemic., AFP
3/29/2020, India,FALSE,Video of Muslims applying their saliva to plates and spoons to spread the coronavirus disease., Factly
3/29/2020, India,FALSE,Video of police strictly implementing lockdown in Spain., Factly
3/29/2020, India,FALSE,Recent photo of PM Modi visiting a church and offering prayers to save the country from the coronavirus outbreak., Factly
3/29/2020, India,FALSE,It is predicted that using Turmeric can cure coronavirus in India in a newborn baby suffering from birth defects., FactCrescendo
3/29/2020, France,FALSE,The French doctor Jean-Roger Hospital sent an email which claims you can protect yourself against COVID-19 by drinking water every 15 minutes., Les Décodeurs
3/29/2020," Middle East, North Africa",Partly FALSE,Website offers a rapid test for COVID-19 to check yourself in seconds., Fatabyyano
3/29/2020, Kazakhstan,Misleading,“The Kaaba opened again” or “the Hajj was not stopped.”, Factcheck.kz
3/29/2020, Philippines,Misleading,Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively., AFP
3/29/2020, Thailand,FALSE,"When you complete a registration for a 5,000 Baht support fund, it will show you a green sign, not a blue sign.", Sure And Share Center MCOT
3/29/2020, Hong Kong,FALSE,"A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that it cause the novel coronavirus.", AFP
3/29/2020, India,Mostly FALSE,WHO advisory asks people not to consume bakery items as they get contaminated by coronavirus easily., India Today
3/29/2020, Italy,Misleading,"Official news: in Naples people have used Tocilizumab, a drug that will cure COVID-19.", Pagella Politica
3/29/2020, Colombia,Partly FALSE,"Last week, the Valle del Lili Foundation in Cali summoned a press conference to speak about a “Treatment of infection with coronavirus (COVID-19).” It was “a treatment option through two medications such as: Hydroxychloroquine and Azithromycin, which can rapidly decrease the growth and expansion of the virus in the patient, decrease the possibility of serious illness or respiratory failure, as well as the possibility of contagion to others,” according to the press release.", Colombiacheck
3/29/2020, Taiwan,FALSE,"Video of a heartbreaking story of an Italian/Greek couple. Regardless of the risk of getting infected, a guy took off his protective suit and kissed his fiancee. They both died on March 25.", Taiwan FactCheck Center
3/29/2020, Colombia,FALSE,Photo with a list of open community dining rooms in Bogotá., Colombiacheck
3/29/2020, India,FALSE,"A claim that India’s Ministry of Home Affairs has made it a “punishable offense” for citizens to publish posts on social media about the novel coronavirus has been shared repeatedly on Facebook, Twitter and WhatsApp.", AFP
3/29/2020, India,FALSE,Inhalation of steam from hot water kills COVID-19, FactCrescendo
3/29/2020, Sri Lanka,Misleading,"A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus.", AFP
3/29/2020, Sri Lanka,Misleading,"A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus.", AFP
3/29/2020, Ghana,FALSE,An internet publication claimed that telecommunications company MTN is giving free internet data to people living in lockdown areas., Dubawa
3/29/2020, United States,FALSE,Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?, LeadStories
3/29/2020," Middle East, North Africa",FALSE,An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure COVID-19., Fatabyyano
3/29/2020, United States,FALSE,COVID-19 not being blamed for deaths due to unrelated causes., LeadStories
3/29/2020, India,FALSE,"As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week.", India Today
3/29/2020, India,FALSE,Bollywood actor Shahrukh Khan donated 45 Crore (450 million) rupees to Pakistan., Factly
3/29/2020, Indonesia,FALSE,"A video has been viewed tens of thousands of times in multiple Facebook, YouTube and Twitter posts alongside a claim it shows the Islamic call to prayer being heard in Spain during the COVID-19 epidemic for the first time in 500 years.", AFP
3/29/2020, India,FALSE,G-7 countries have asked Modi to lead them in preventing coronavirus., Factly
3/29/2020, India,FALSE,Photos of medicines from the US which will be only given to selected people by the Indian government in the name of COVID-19 treatment to eliminate them., Factly
3/29/2020, United States,FALSE,"CEOs got advance notice of COVID, then resigned to dump stock.", PolitiFact
3/29/2020, India,FALSE,Video of dead bodies being thrown into a mass grave in Italy., Factly
3/29/2020, India,FALSE,French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020., Factly
3/29/2020, Greece,FALSE,Johns Hopkins University published a list of instructions that can help protect us from the new coronavirus., Ellinika Hoaxes
3/29/2020, Nigeria,FALSE,A Facebook user suggested that palm oil can stop the spread of COVID-19., Dubawa
3/29/2020, Thailand,FALSE,"Don’t left alcohol gel in your car, it could burn and explode.", Sure And Share Center MCOT
3/29/2020, India,FALSE,"The chief minister of the state of Madhya Pradesh said that since the lockdown restrictions were not being adhered to effectively, all the houses will be locked from outside starting April 1, 2020.", BOOM FactCheck
3/29/2020, Ukraine,FALSE,"The photos of Ukrainian hospitals show that they are not ready, at the end of March, to accept patients with COVID-19.", VoxCheck
3/29/2020, India,FALSE,Inhaling steam kills the coronavirus., Newsmeter.in
3/28/2020, India,FALSE,Pakistan’s PM Imran Khan tested COVID-19 positive., Newschecker
